/kaggle/working/audio/res/Fondasi Keropos Pendidikan Indonesia_0093_SPEAKER_00.wav| assessment terstandar nasional yang menjadi alat ukur orang masuk ke jenjang berikutnya.|17
/kaggle/working/audio/res/CARA MENGOLAH KATA DALAM PUBLIC SPEAKING SUPAYA LANCAR BICARA (Part 1)_0027_SPEAKER_00.wav|Karena itu bisa jadi bumerang untuk diri kamu sendiri.|10
/kaggle/working/audio/res/Sekolah Ga Pernah Ajarkan Ini! 15 Hal tentang UANG_0094_SPEAKER_00.wav| baru biaya hidup.|46
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0593_SPEAKER_00.wav|Jadi, pelajaran apa yang saya dapat dari bekerja hanya demi 10 sen per jam, tanya saya.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0339_SPEAKER_00.wav|Oke, kata saya.|42
/kaggle/working/audio/res/Teknik Vocal dalam Public Speaking_0250_SPEAKER_00.wav| Pasti kita akan menambahkan emosi di sana, ada penekanan.|47
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_3156_SPEAKER_00.wav|Dengan adanya pikiran malas yang berkata saya tak mampu membelinya, perang meletus dalam diri Anda.|42
/kaggle/working/audio/res/Fondasi Keropos Pendidikan Indonesia_0064_SPEAKER_00.wav| Atau tadi konteksnya kalau dari pure to fair akan beda dengan good to great atau great to excellent.|17
/kaggle/working/audio/res/CARA MENGOLAH KATA DALAM PUBLIC SPEAKING SUPAYA LANCAR BICARA (Part 1)_0012_SPEAKER_00.wav| Alasan yang pertama, bingung mau ngomong apa.|10
/kaggle/working/audio/res/1001 Cara Menghilangkan Nervous Public Speaking_0051_SPEAKER_00.wav| Dan dalam kondisi ini diproduksilah hormon-hormon stress seperti hormon kortisol dan adrenalin.|1
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2409_SPEAKER_00.wav|Dalam usaha membantunya, saya mendapati diri saya membela saran saya.|42
/kaggle/working/audio/res/Kalau Kampus Gugat Negara, Apa Jadinya？_0114_SPEAKER_00.wav|Pertanyaannya sekarang, di tengah situasi politik dan hukum yang makin kompleks, beranikah kampus-kampus itu memiliki sikap?|23
/kaggle/working/audio/res/10 Tips Melatih LOGIKA PEMROGRAMAN agar Ngoding makin Sat-Set🧑‍💻🤩_0039_SPEAKER_00.wav| lahirnya sama-sama membuat sebuah toko online.|0
/kaggle/working/audio/res/Cara Mengisi Suara untuk Video Tutorial Biar Lebih Menarik ｜ #voiceover_0050_SPEAKER_00.wav|Mudah-mudahan video ini bermanfaat untuk kalian semua.|14
/kaggle/working/audio/res/Bikin SUARA JERNIH a la STUDIO PODCAST di Rumah [PODHEAD]_0110_SPEAKER_00.wav| Nah ini aku sekarang udah di dalam selimut Jadi di dalam selimut ini lumayan gelap ya dan kalau misalnya kamu punya lampu portable itu akan membantu banget Terus kalau misalnya rekaman dalam waktu lama juga mungkin kamu akan merasakan lumayan panas Apalagi misalnya nih kamu sekamar tinggalnya juga nggak sendiri gitu ya Mungkin kamu akan dianggap aneh oleh teman sekamarmu atau oleh orang rumah Tapi yaudahlah ya namanya juga mau bikin konten bagus perlu ada pengorbanan sedikit dong|9
/kaggle/working/audio/res/Rahasia Mengisi Suara yang Membuat Konten Videomu Menarik (Part 2) ｜ #voiceover_0000_SPEAKER_00.wav| Hai, Irene disini!|40
/kaggle/working/audio/res/prokrastinasi_0057_SPEAKER_00.wav|Prokrastinasi bukan sesuatu di luar kontrol Anda.|56
/kaggle/working/audio/res/10 Tips Melatih LOGIKA PEMROGRAMAN agar Ngoding makin Sat-Set🧑‍💻🤩_0001_SPEAKER_00.wav|Dan di video kali ini kita bakal membahas mengenai logika pemrograman atau logika programming.|0
/kaggle/working/audio/res/PUBLIC SPEAKING Jadi LANCAR & MEYAKINKAN Setelah Nonton Video Ini!_0104_SPEAKER_00.wav| Tapi beda loh ternyata, katanya nih ya katanya di algoritma itu untuk aplikasi berbeda.|35
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1071_SPEAKER_00.wav|Saya sudah melihat bagaimana uang mengendalikan hidup orang.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_4039_SPEAKER_00.wav|Ada banyak harga murah, tapi perubahanlah yang mengubah harga yang murah menjadi peluang yang menguntungkan.|42
/kaggle/working/audio/res/Tutorial Unreal Engine 5 Bahasa Indonesia Bagian 2 - User Interface_0022_SPEAKER_00.wav| kita klik sekali maka table atau meja yang ada disini akan terpilih ini ditandai dengan mejanya diliputi oleh warna oranye seperti ini lalu ada statue dan jika kita pilih kita klik sekali maka dia akan terpilih seperti ini nah kalau kita klik dua kali maka kita akan dibawa untuk fokus ke objek yang kita pilih seperti ini contohnya jadi kita bisa tahu objek mana yang kita pilih|51
/kaggle/working/audio/res/10 Tips Melatih LOGIKA PEMROGRAMAN agar Ngoding makin Sat-Set🧑‍💻🤩_0114_SPEAKER_00.wav| dan terbatas, tapi kalau misalkan kalian mau pakai kode kupon member WPU ini bisa dipakai kapanpun, tapi diskonnya hanya 15% tapi lumayan juga ya jadi silahkan digunakan, bisa pakai semangat 2024 dan member WPU|0
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1365_SPEAKER_00.wav| Bukan kata-katanya, tapi cerita yang dituturkan oleh kata-kata itu kepada kalian.|42
/kaggle/working/audio/res/Kenapa Banyak Orang Salah Paham dengan Analogi？_0048_SPEAKER_00.wav|Atau contoh lainnya, ketika suplai pesawat lagi turun, tapi demandnya tinggi, akhirnya harganya jadi naik banget.|26
/kaggle/working/audio/res/PUBLIC SPEAKING Jadi LANCAR & MEYAKINKAN Setelah Nonton Video Ini!_0084_SPEAKER_00.wav| Jadi kena, ini sorry ya untuk para operator taksi online ya.|35
/kaggle/working/audio/res/Teknik Vocal dalam Public Speaking_0155_SPEAKER_00.wav|Kalau mungkin dalam kegiatan sehari-hari, karena kita lagi kurang energi dan kurang semangat, biasanya artikulasi ngomongnya seadanya nih.|47
/kaggle/working/audio/res/Alasan Utama Banyak Orang Gagal Kaya! Sampai kapan mau tetap miskin？_0393_SPEAKER_01.wav|Nah dibocorkan sama Delilah.|6
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2691_SPEAKER_00.wav| Mereka dipindah dari satu departemen ke departemen lain untuk mempelajari semua aspek sistem bisnis.|42
/kaggle/working/audio/res/Dynamic Mic Battle： AKG P5S, D5, D7 [PODHEAD]_0107_SPEAKER_00.wav| Si Kancil berjalan menuju ke hutan untuk pulang setelah mencari makan.|16
/kaggle/working/audio/res/Generasi Muda Indonesia Dihabisi Diabetes_0116_SPEAKER_00.wav|Cuman kalau lo jadiin ke seharian, ya lo berharap apa, gitu.|20
/kaggle/working/audio/res/3 Prinsip Dasar Materi Public Speaking - Biar didengerin Audiens!_0043_SPEAKER_00.wav|Kalau ingat pelajaran Bahasa Indonesia nih, kamu bisa menyusun materi kamu berdasarkan kronologi, masalah solusi, sebab-akibat, atau berdasarkan subtopik.|2
/kaggle/working/audio/res/Alasan Utama Banyak Orang Gagal Kaya! Sampai kapan mau tetap miskin？_0094_SPEAKER_01.wav|Video ini dibuat di tahun 2023.|6
/kaggle/working/audio/res/Microphone USB Dynamic Terbaik： Shure MV7 (Review + Sample Suara)_0101_SPEAKER_01.wav|Jadi, kebetulan temen-temen dari Goshen Suara Indonesia juga minjemin interface-nya Shure yang MVI.|34
/kaggle/working/audio/res/Tutorial Unreal Engine 5 Bahasa Indonesia Bagian 2 - User Interface_0152_SPEAKER_00.wav|Ya, dalam bahasa Inggris, sumbu itu namanya Axis.|51
/kaggle/working/audio/res/Microphone Terbaik Untuk Podcasting 2021 [PODHEAD - REVIEW MICROPHONE]_0092_SPEAKER_01.wav|Karena SM57 ini peruntukannya memang untuk instrumen, jadi dia tidak dilengkapi dengan pop filter, dan di dalamnya juga nggak ada foam.|32
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1995_SPEAKER_00.wav| Padahal itu kesalahan pemerintah.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2728_SPEAKER_00.wav| Bahkan kalau mereka tidak mendapat apa-apa dari periode waktu itu, keterampilan komunikasi mereka akan meningkat dan itu tak termilai harganya.|42
/kaggle/working/audio/res/Dynamic Mic Battle： AKG P5S, D5, D7 [PODHEAD]_0106_SPEAKER_00.wav|Di tengah jalan, dia harus menyeberangi sungai berisi banyak buaya kelaparan.|16
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0730_SPEAKER_00.wav|Saya mengangguk pelan.|42
/kaggle/working/audio/res/Kita Tidak Akan Bisa Menyenangkan Semua Orang_0040_SPEAKER_00.wav|Nabi Muhammad, Nabi Muhammad udah sebaik itu juga tetap ada yang benci.|28
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0514_SPEAKER_00.wav|Sekarang kau terdengar seperti kebanyakan orang yang pernah bekerja untuk saya.|42
/kaggle/working/audio/res/Aku membuat AI dari nol_0053_SPEAKER_00.wav| yang jumlah neuron yang makin banyak ini nanti akan membuat sistem ini memiliki sifat yang lebih kompleks sesuai dengan apa yang kita inginkan misalkan kita mau memproses gambar tulisan tangan 28x28 pixel maka disini jumlah total inputnya adalah 28x28 yaitu 784 input|4
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1088_SPEAKER_00.wav|Bukankah harga-harga memang seharusnya naik?|42
/kaggle/working/audio/res/Gimana Caranya Berpikir Kritis？ ｜ Beropini eps. 53_0051_SPEAKER_00.wav|Intinya gue sangat encourage diri gue untuk|22
/kaggle/working/audio/res/Microphone Terbaik Untuk Podcasting 2021 [PODHEAD - REVIEW MICROPHONE]_0050_SPEAKER_01.wav|Papa pergi ke pasar, pulang-pulang bawa bakmi dan tahu tempe.|32
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0849_SPEAKER_00.wav|Perlahan-lahan saya menengok ke kiri untuk menatap Mike.|42
/kaggle/working/audio/res/Alasan Utama Banyak Orang Gagal Kaya! Sampai kapan mau tetap miskin？_0623_SPEAKER_01.wav|Yang terjadi adalah Mike Tyson tidak perlu mengeluarkan kekuatan sebetulnya.|6
/kaggle/working/audio/res/prokrastinasi_0009_SPEAKER_00.wav|Siapa nih?|56
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1021_SPEAKER_00.wav|Ayah sudah bicara tentang rasa takut tidak punya uang.|42
/kaggle/working/audio/res/Alasan Utama Banyak Orang Gagal Kaya! Sampai kapan mau tetap miskin？_0324_SPEAKER_01.wav|Tapi tidak didukung dengan brain yang bagus, tidak didukung dengan behavior yang bagus, dan alhasil si pria ini hancur.|6
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0124_SPEAKER_00.wav|Hampir setiap hari saya menggunakan hikmah yang saya dapatkan darinya.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1220_SPEAKER_00.wav|Bagian terbaik adalah, bisnis kami menghasilkan uang untuk kami, bahkan ketika kami tidak hadir secara fisik, uang kami bekerja untuk kami.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_3696_SPEAKER_00.wav|Saya lebih memilih bermain golf.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1109_SPEAKER_00.wav|Ketika kalian sekali lagi menahan emosi saat saya menguji kalian dengan lebih banyak uang, kalian sekali lagi belajar berpikir, bukannya dikuasai emosi.|42
/kaggle/working/audio/res/Bernalar.  Belajar.  Berduit_0027_SPEAKER_00.wav|Ini bisa mencakup apa saja mulai dari sekedar merenung, membayangkan, mengingat, hingga memecapkan masalah.|7
/kaggle/working/audio/res/Pengantar Ilmu Ekonomi_0078_SPEAKER_01.wav|Itulah mengapa orang-orang ini berebut untuk membeli jam tangan Rolex, berebut untuk membeli|37
/kaggle/working/audio/res/Generasi Muda Indonesia Dihabisi Diabetes_0130_SPEAKER_00.wav|Jadi ya dengan penjelasan gue soal bahaya diabetes ini, saya harap setidaknya kalian bisa mendapatkan gambaran umum nih.|20
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_3509_SPEAKER_00.wav|Saya punya banyak teman dekat yang berusaha memberitahu saya agar keluar dari suatu kesepakatan atau investasi.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_3975_SPEAKER_00.wav|Saya mendapati bahwa dia juga berinvestasi di tax lien|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0301_SPEAKER_00.wav| Jadi, mengapa ayah tidak kaya?|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1290_SPEAKER_00.wav|Kebanyakan orang, karena nafsu mereka yang begitu besar untuk menjadi kaya, berusaha membangun Empire State Building dengan fondasi sedalam 15 cm.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2798_SPEAKER_00.wav|Namun, jika diinvestasikan dengan bunga 8% setahun, $24 itu akan bernilai lebih dari $28 triliun pada 1995.|42
/kaggle/working/audio/res/Kalau Kampus Gugat Negara, Apa Jadinya？_0048_SPEAKER_00.wav|Dan di titik itu, kampus punya ruang untuk bersuara dan melawan lewat jalur hukum.|23
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2162_SPEAKER_00.wav|Tak perlu diragukan, hal itu menarik perhatian saya.|42
/kaggle/working/audio/res/PUBLIC SPEAKING Jadi LANCAR & MEYAKINKAN Setelah Nonton Video Ini!_0116_SPEAKER_00.wav|Kalau misalnya dia dari berangkat, gimana Jogja gimana bu rame gak gini-gini, ada buildnya, ada ngomongnya.|35
/kaggle/working/audio/res/Rahasia Rekaman Jernih Cuma Pakai HP [PODHEAD]_0151_SPEAKER_00.wav|Di tengah jalan, dia harus menyeberangi sungai berisi banyak buaya kelaparan.|41
/kaggle/working/audio/res/5 Alasan Kenapa Kamu Perlu Belajar Public Speaking!_0064_SPEAKER_00.wav|Oke, sampai di sini dulu.|3
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_3529_SPEAKER_00.wav|Mereka sudah berada di posisi siap menantikan gelombang besar berikutnya.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_3938_SPEAKER_00.wav| Ada kalanya saya memberi dan tidak ada yang kembali, atau apa yang saya terima bukanlah apa yang saya inginkan.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2513_SPEAKER_00.wav| Saya tidak bisa menjelaskan kepadanya walaupun saya sudah berusaha keras.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2102_SPEAKER_00.wav| Korporasi yang dilengkapi dengan keterampilan teknis akuntansi, investasi, dan pasar bisa berkontribusi pada pertumbuhan yang luar biasa.|42
/kaggle/working/audio/res/Dynamic Mic Battle： AKG P5S, D5, D7 [PODHEAD]_0102_SPEAKER_00.wav|Ada P5S, D5 dan D7.|16
/kaggle/working/audio/res/PUBLIC SPEAKING Jadi LANCAR & MEYAKINKAN Setelah Nonton Video Ini!_0166_SPEAKER_00.wav|Semua juga ganti.|35
/kaggle/working/audio/res/Pengantar Ilmu Ekonomi_0058_SPEAKER_01.wav|Sehingga di sini tidak bisa kebutuhan dari semua yang menginginkan Ferrari ini terpenuhi.|37
/kaggle/working/audio/res/Gimana Caranya Berpikir Kritis？ ｜ Beropini eps. 53_0049_SPEAKER_00.wav|Akhirnya kita melakukan sesuatu itu tanpa tahu sebenarnya kenapa gue melakukan hal ini gitu, dasarnya apa, berguna gak buat gue dan lain sebagainya.|22
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0188_SPEAKER_00.wav|Begini nak, katanya perlahan, kalau ingin kaya,|42
/kaggle/working/audio/res/Pengantar Ilmu Ekonomi_0255_SPEAKER_01.wav|Kamu sudah memilih, kamu sudah memahami, dan kamu tetap stick pada pilihanmu untuk terus memberi kepada dunia.|37
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1999_SPEAKER_00.wav|Ayah kaya juga tidak.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0929_SPEAKER_00.wav|Saya kenal orang yang mempunyai uang jutaan dolar, menjadi lebih takut daripada ketika mereka miskin.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2327_SPEAKER_00.wav|Jadi, mengapa Anda mau meningkatkan kecerdasan keuangan Anda?|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2866_SPEAKER_00.wav|Saya ingat bahwa jatuh justru membuat saya makin bertekad untuk belajar mengendarainya, bukan mengurangi tekad saya.|42
/kaggle/working/audio/res/Gimana Caranya Berpikir Kritis？ ｜ Beropini eps. 53_0076_SPEAKER_00.wav|Jadi kita melakukan sesuatu benar-benar atas keputusan kita sendiri.|22
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1480_SPEAKER_00.wav|Itulah sebabnya, ayah saya yang berpendidikan mengatakan bahwa orang Jepang paling menghargai kekuatan cermin, karena hanya ketika memandang kecerminlah kita menemukan kebenaran.|42
/kaggle/working/audio/res/10 Tips Melatih LOGIKA PEMROGRAMAN agar Ngoding makin Sat-Set🧑‍💻🤩_0173_SPEAKER_00.wav|Jadi jangan lama-lama, itu nomor 7.|0
/kaggle/working/audio/res/5 Alasan Kenapa Kamu Perlu Belajar Public Speaking!_0046_SPEAKER_00.wav| Jadi ingat, salah satu faktor penting dalam leadership yang baik adalah kemampuan berkomunikasi dengan baik.|3
/kaggle/working/audio/res/Fondasi Keropos Pendidikan Indonesia_0090_SPEAKER_00.wav|Berikutnya titik tumpu yang kedua, enforcement.|17
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2001_SPEAKER_00.wav|Dan dia melakukannya lewat korporasi.|42
/kaggle/working/audio/res/5 Alasan Kenapa Kamu Perlu Belajar Public Speaking!_0060_SPEAKER_00.wav|Pelajari di video-video lain dalam series ini.|3
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0205_SPEAKER_00.wav| Kami menginginkan banyak hal, tapi tak banyak pekerjaan yang tersedia bagi anak usia 9 tahun.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0354_SPEAKER_00.wav| Di sofa duduk dua orang perempuan, keduanya sedikit lebih tua dari ibu saya.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1561_SPEAKER_00.wav|Kedua, kehilangan modal tambahan yang bisa diinvestasikan daripada digunakan untuk membayar biaya pengeliharaan yang tinggi yang secara langsung berhubungan dengan rumah.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_3175_SPEAKER_00.wav|Bukan tujuan, tapi proses mencapai tujuanlah yang dia ingin kami pelajari.|42
/kaggle/working/audio/res/CARA MENGOLAH KATA DALAM PUBLIC SPEAKING SUPAYA LANCAR BICARA (Part 1)_0047_SPEAKER_00.wav|Temen-temen bisa nonton video-video yang ada di Youtube bertebaran di mana-mana baik TikTok, Youtube, Snack Video, Instagram.|10
/kaggle/working/audio/res/Gimana Caranya Berpikir Kritis？ ｜ Beropini eps. 53_0004_SPEAKER_00.wav|Pertanyaan itu di Q&A yang sebelumnya.|22
/kaggle/working/audio/res/ikigai_0043_SPEAKER_00.wav|Sampai-sampai tuh nggak ada di luar sana yang lebih penting.|54
/kaggle/working/audio/res/Rahasia Mengisi Suara yang Membuat Konten Videomu Menarik (Part 2) ｜ #voiceover_0051_SPEAKER_00.wav|Nah mungkin kalo temen-temen konsepnya itu yang gaib-gaib, mistis-mistis ya tapi tetep segmennya hiburan, mungkin bisa dengan Smiling Voice seperti ini.|40
/kaggle/working/audio/res/Mending Beli Mixer atau Audio Interface？ [PODHEAD]_0033_SPEAKER_00.wav|Kalau digital ini artinya dia juga sudah berfungsi sebagai audio interface, jadi dia bisa mengkonversi suara menjadi format yang dikenali oleh komputer dan software.|30
/kaggle/working/audio/res/Full Guide Belajar CODING untuk Pemula 💻📚_0070_SPEAKER_00.wav| dan ada juga database yang nge-handle data pengguna-pengguna kita ada juga namanya data scientist contohnya yaitu orang-orang yang diberi banyak banget data dan kita bertugas untuk mengolah dan memberi suatu insight dari data-data yang banyak dan gak ada lalunya itu|19
/kaggle/working/audio/res/Dynamic Mic Battle： AKG P5S, D5, D7 [PODHEAD]_0062_SPEAKER_00.wav|Terus juga dapetin pouch microphone.|16
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0565_SPEAKER_00.wav|Atau|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_1463_SPEAKER_00.wav|Dengan tidak sepenuhnya memahami uang, kebanyakan orang membiarkan kekuatan yang menyilaukan itu menguasai diri mereka.|42
/kaggle/working/audio/res/Untuk Apa Kita Belajar Filsafat？ ｜ Omon-Omon_0017_SPEAKER_00.wav|Jadi filosofi itu mencoba memberi perspektif.|52
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_3363_SPEAKER_00.wav|Saya semata ingin bebas.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0384_SPEAKER_00.wav|Mereka terlihat mirip walaupun bukan dari etnis yang sama.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_3718_SPEAKER_00.wav|Saya beralih darinya, karena kami tidak menyukai bisnis yang sama.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2849_SPEAKER_00.wav|Hal itu memberinya kekuatan.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2121_SPEAKER_00.wav|Ketika orang mengugat orang kaya, mereka seringkali menemui lapisan-lapisan perlindungan legal dan mendapati bahwa orang kaya sesungguhnya tidak memiliki apapun.|42
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_2444_SPEAKER_00.wav| Setidaknya dia menulis artikel yang adil dan menyenangkan tentang saya keesokan paginya.|42
/kaggle/working/audio/res/Bikin SUARA JERNIH a la STUDIO PODCAST di Rumah [PODHEAD]_0149_SPEAKER_00.wav| Kalau aku sendiri sih ya setelah tadi aku dengerin ulang memang untuk kardus kali ini tuh reverbnya masih lebih kerasa dibandingin dengan tadi rekaman di dalam lumari atau di dalam selimut.|9
/kaggle/working/audio/res/3 Prinsip Dasar Materi Public Speaking - Biar didengerin Audiens!_0061_SPEAKER_00.wav|Sementara materi yang baik itu bagaikan rumah dengan fondasi dan tiang yang kokoh.|2
/kaggle/working/audio/res/PUBLIC SPEAKING Jadi LANCAR & MEYAKINKAN Setelah Nonton Video Ini!_0075_SPEAKER_00.wav|Kalau lu cuma mau jadi driver gas rem gas rem doang, jadilah driver zaman dulu.|35
/kaggle/working/audio/res/SHURE Dynamic Mic BATTLE! SV200, SM57, SM58, BETA 58A, 55SH, SM7B [PODHEAD]_0074_SPEAKER_01.wav|Jadi, Popping-nya memang lebih reduce.|44
/kaggle/working/audio/res/Tutorial Unreal Engine 5 Bahasa Indonesia Bagian 1 - Perkenalan dan Install_0009_SPEAKER_00.wav| Harapan saya nantinya di akhir seri tutorial ini kita bisa membuat game sederhana yang memiliki grafis khas Unreal Engine.|50
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_3436_SPEAKER_00.wav|Saya mengikuti setidaknya dua seminar semacam itu setiap tahun.|42
/kaggle/working/audio/res/5 Alasan Kenapa Kamu Perlu Belajar Public Speaking!_0056_SPEAKER_00.wav|Masih inget gak apa aja?|3
/kaggle/working/audio/res/Rich Dad Poor Dad by Robert T Kiyosaki I Full Audio Buku Bahasa Indonesia_0655_SPEAKER_00.wav|Tanya saya.|42
